Scan,Time,1001(c),1002(c),1003(c),1004(c),1005(c),1006(c),1007(c),1008(c),1009(c),1010(c),1011(c),1012(c),1013(c),1014(c),1015(c),1016(c),1017(c),1018(c),1019(c),1020(c),1021(c),1022(c),1023(c),1024(c),1025(c),1026(c),1027(c),1028(c),1029(c),1030(c),1031(c),1032(c),1033(c),1034(c),1035(c),1036(c),1037(c),1038(c),1039(c),1040(c),2001(c),2002(c),2003(c),2004(c),2005(c),2006(c),2007(c),2008(c),2009(c),2010(c),2011(c),2012(c),2013(c),2014(c),2015(c),2016(c),2017(c),2018(c),2019(c),2020(c),2021(c),2022(c),2023(c),2024(c),2025(c),2026(c),2027(c),2028(c),2029(c),2030(c),2031(c),2032(c),2033(c),2034(c),2035(c),2036(c),2037(c),2038(c),2039(c),2040(c),3006(c),3007(c),3008(c),3009(c),3016(c),3017(c),3018(c),3019(c),3026(c),3027(c),3028(c),3029(c),3036(c),3037(c),3038(c),3039(c),3040(c)
132,2020/12/15 11:23:20,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.903,24.87,24.87
133,2020/12/15 11:23:25,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,25.218,24.822,24.822
134,2020/12/15 11:23:30,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,25.13,24.851,24.851
135,2020/12/15 11:23:35,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.712,24.879,24.879
136,2020/12/15 11:23:40,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,25.24,24.937,24.937
137,2020/12/15 11:23:45,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,24.758,25.289,25.289
138,2020/12/15 11:23:50,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.138,25.058,25.058
139,2020/12/15 11:23:55,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.924,24.805,24.805
140,2020/12/15 11:24:00,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.958,24.945,24.945
141,2020/12/15 11:24:05,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.081,25.063,25.063
142,2020/12/15 11:24:10,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,25.262,24.815,24.815
143,2020/12/15 11:24:15,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.982,24.958,24.958
144,2020/12/15 11:24:20,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.867,24.852,24.852
145,2020/12/15 11:24:25,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,25.029,24.833,24.833
146,2020/12/15 11:24:30,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,25.23,24.84,24.84
147,2020/12/15 11:24:35,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,25.031,24.998,24.998
148,2020/12/15 11:24:40,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.744,24.884,24.884
149,2020/12/15 11:24:45,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,24.795,25.24,25.24
